hash_key,model,bleu_score,scorer,dataset
0042041a4ebf1c9683b60f174ed4993ab944187505ab6c432ee9e0b88b2118d5,resiliparse,0.984615309621635,bleu,dragnet
0081adbcb7f4c7b077e1e51a2c0c5c469eb6e969ff09f0197099a3e2276b5f11,resiliparse,0.9206413145063466,bleu,dragnet
00aa9411e90c699d881cddd2e292c913d030172cc139c031e97be2bbbdc754ff,resiliparse,0.816828300132103,bleu,dragnet
00c96e4be64e25439236b074e7d5b0a6a0dced1aa579b367a96c500f2df178c2,resiliparse,0.9039029388397261,bleu,dragnet
012507793a782e53aac8e72f0cc8762c7e6a1fc18ef3df48401d0487638dd59a,resiliparse,0.7083725057300898,bleu,dragnet
014e4b87b5c802bf5d9e5b363cd50be2e178720512cf899b0bc1e35aa4559cbb,resiliparse,0.8944500690076166,bleu,dragnet
01597c4331e4ae6ee2eb7b57418e2a82b0a0204ff230ec0a9f6c94069b885028,resiliparse,0.5228912516742821,bleu,dragnet
0169c4eb5746345e6c17152ec02bc3bea90c103724c31dce512439b890ff7689,resiliparse,0.8907380363864064,bleu,dragnet
01f3a8d586ee99bb9c0e29f41ac7a5cc50613e31a596763e8af48131440bbd66,resiliparse,0.9102024884361443,bleu,dragnet
0218835a9a8bc8db5ae4b4f9d65fd2fcef07831c0c714b85a732bc889ebcad3c,resiliparse,0.07348432624943692,bleu,dragnet
0236ab85d3fd7bc00e17df0d3e76f77a591ed41dba933a9f195d343dbb9bf95d,resiliparse,2.7104365981506207e-15,bleu,dragnet
024260650bedb106d3829a78ea681eaadb6d92e59110f4ccee614413388caa32,resiliparse,0.7103016255484521,bleu,dragnet
025615f4dc83c505a10b9cd237e422deef0dafe264f2a84dd3ce05bbb90cbb7b,resiliparse,0.10782203064410335,bleu,dragnet
027d41a31926c77bb45276caa4886f35ec720f1f6434d300df8bc42460ca9805,resiliparse,0.9523335508798473,bleu,dragnet
02809b75cf03b7302ca747a3e1e58cce404c19fe8b38f39ff81d13d0616f81cd,resiliparse,0.5338676162120165,bleu,dragnet
