hash_key,model,bleu_score,scorer,dataset
00b8b7ab9b6ec1dc2e623b7dfcb6e5f8cfca8cae5bccf9a923ee1a058da0fa40,bs4,0.910571329319291,bleu,canola
064e06e3879dd9145c05f1e32aacebe801d3067a032d8718c1ce485c958c5470,bs4,0.7950079147797853,bleu,canola
0656de47c6aabaad616f97c7c8fc7ba4f508ac938dd87b4e5416ea118e21d4ea,bs4,0.44700224636941804,bleu,canola
07572dafb8cc6c3480a995194811029adcd45b3d690d8ded76bfb2288f042df6,bs4,0.6350644163460055,bleu,canola
085b847123374b8273bd1799cd3301013fe4fecb53fdcf1d3d429d73799912cd,bs4,0.8163724396156172,bleu,canola
0a372736d84a3d098bce25d8a331dd3930f5fc5a1e9903eab7923cfab0d09836,bs4,0.9064556920760182,bleu,canola
0a609fbb41f5c3d86fad7545dee44df2764f4c9e3451178f201dc9bb7381582c,bs4,0.09375211653946383,bleu,canola
0aef28d9a321e8b7885c919da0ce328313261c304a7f24d8df230070143baf85,bs4,0.23477647421574982,bleu,canola
0bb70b5b4a7258c02e14bdcde0721f86fffb43182a6127b4f1be4e1627d1fa9f,bs4,0.9759257771460256,bleu,canola
0cae648de997a978fd32e4c68dd700ae1b39a2e3020ce170e49949b040c1c145,bs4,0.7642547098293068,bleu,canola
0f7f0273245cb19e2dd09418a482b708d12986ae32985519cd472ff552467690,bs4,0.9821700361138014,bleu,canola
11f5b8cd5747dc10943bd27b0c598b3aacf19ec400802e39fde7a2d6f59151e6,bs4,0.8968688746148048,bleu,canola
13fea46ae623a90a6f06bf3cfa122aec5227b73552757f32965ed1995a901bec,bs4,0.7891973363655572,bleu,canola
188fcdc1a6b244e0bfed270b60cb7b7050ca04a953ac56b23e0d744e989401c3,bs4,0.5625831316315536,bleu,canola
1d5f4a3852eb4e66fe26fb1e8f79eefc1542196d61a7f3a8ed225acce30c6b95,bs4,0.12374834454256563,bleu,canola
1dab958a555b45e86306469071efd650fab236b1db182a066bcdf4ae2bed2481,bs4,0.035769409598882196,bleu,canola
1df1a97b9feb9b0f47f19ddfd74bf0e14ccea7b14ec885dd96edf5d17bf1af62,bs4,0.7623702995951116,bleu,canola
1f6d05832d9899da6eeff500603d5150b5d89bb69e36e6099fd561be8df48019,bs4,0.5158448989160866,bleu,canola
1fc3aff2ca3838dacaa1951818e3f9c73058c226735e1ecfe3e6cb33c71fde7b,bs4,0.47744074705120926,bleu,canola
203079178573da3b30575af407005653bb968c8268b9d73c21cfdd7812cf9f8e,bs4,0.09873466266724087,bleu,canola
2337955805471193ad72f1028d9579eac6b815526068bbd0a9bbbfd3172d4f5c,bs4,0.6129808791755722,bleu,canola
23a42539bb121e7e00158698d1e29984bf2661986513666042f1c65b67505cf7,bs4,0.0663144100802428,bleu,canola
25d5cbd3873b2003b27da106744c9d01f6e23e90cfacd36a447230fb2808002b,bs4,0.132055257762862,bleu,canola
25dd5d5c972174f68796f614445fe930f1626d7e0467e62bc12d20b95b3b75a7,bs4,0.8261448021419128,bleu,canola
26686be193fd4cfe6b1329d416d4a69292e5b254367175e562fc893f8aed7833,bs4,0.059658234661605934,bleu,canola
26ede8f6f8b594e513f1dfc4e8a1b68dfc63083df9a727972a339236c29973f0,bs4,0.6986468497559845,bleu,canola
28f4cbf62238ac55690e324ff1e7c131d531bc56a63229dd1c69fd67453de5ac,bs4,0.0,bleu,canola
2ed7bd0d8e643614c77b21030cf91cf8c55e31a617ef310e8940af946edcc31b,bs4,0.9188375902101266,bleu,canola
2f67dff6f18f5a26749b5e7606276c476db22220d1841ff7dea149688ea902a2,bs4,0.7367085967712259,bleu,canola
3031121757253d9fc163cae7e814c9505673d84542b4eb0c3ef0de93251c5610,bs4,0.23172414470196714,bleu,canola
31cc7d3dbbda2c7334cd6db2a8223f11a3418b4893b263e14d90697f4294e848,bs4,0.9597366305237891,bleu,canola
3240dcbd075482d884ba3c5dda8c1b59879ce2b037a0c8135409a2e393678dd2,bs4,0.759717548127525,bleu,canola
3392947d7a80a1694fed93fd2f9e43644c6646bca78f9ced6a48f1f1473c8f2c,bs4,0.7499991888567121,bleu,canola
33cb599c33f9a3d016bfa70dde843194c4c4a03c40163de1bccb2d1c293e6c8f,bs4,0.9111687826901007,bleu,canola
33cce82bffa08f168c5c594706017ee4c76caa19642387706eed35bcccda7821,bs4,0.846518515866855,bleu,canola
340b8496d28c31c795263ddf1b1e656e9c609513f2bab6f277d6473eab8ffbd0,bs4,0.14705597787332159,bleu,canola
363e9ddd6b90967603d84766cb0289c15000fc72ac5a88dbbb8cf5929d05c082,bs4,0.9439868030296928,bleu,canola
369999c5ea4f4268ddf708a3b8708feed3b881fd9b941bb14f094542293a0ee4,bs4,0.9517045998712531,bleu,canola
38c3f1a67c45ede6e335b236508d3ad5015853e61ff29bb3deb6f476f17bd792,bs4,0.6911600146154375,bleu,canola
3a2f6958e0b3e8e9a61c0ca3c7e2f82970b72e9b84336fefa6b13ef8948837c0,bs4,0.7409513820419062,bleu,canola
3a4fee811fdb182a9e1c8e6858e2a2aaa03e75352d4a715c82d91066a7f90cea,bs4,0.9157307495098642,bleu,canola
3a88cfb46ca4e3a5767575d816bb9719b653661072b986f5b0028c282a2c016f,bs4,0.7984416473301722,bleu,canola
3a89b375d872a1a81a56959b03c01c38d231dbd1f8bf50dd538283d69c1d96c0,bs4,0.8342657508711703,bleu,canola
3cf2091931768a727a1034e805eceb19bdcb12d1da1494285b0e3985aae62a37,bs4,0.8586722014119618,bleu,canola
408fe7263f64ef89c021e003cd1fd30c7898d74b0b9b13c8259ce7bca1edf434,bs4,0.7054282764343981,bleu,canola
40ce511fe8ba8ac2c176bcd36a8347173aeb7bb25b65c9f1459cf252b30bd31f,bs4,0.8026874205814962,bleu,canola
4125f54e00350e4739d49586b9d4f692ded5af382be538c7a3e93caedbc7f331,bs4,0.8918267462805323,bleu,canola
422818bfe19705ea046d3440a3cbf0f46ece1c883d35ecf0f6c45feb5e31fc90,bs4,0.8228120058507974,bleu,canola
43e5e8e10dc673776a64b7f13407ccc068d3002d4c1ff2449115618cedcd8895,bs4,0.9729322687106392,bleu,canola
46039348a5b1bcdf52a05b3433158db6feec5bf5552c24a953cbf376a1207e31,bs4,0.9973544927158977,bleu,canola
